gepid	szoftverid	verzio	datum
45	81	ver2.36	2016.09.11
66	42	ver2.3.2	2016.08.25
45	83	ver3.9.141.259	
60	90	ver5.0.286.0	2016.11.23
44	5	ver0.53.00.00	2015.06.24
8	39	ver0.67	2016.03.21
34	21	ver24.0.0.186	
25	81	ver2.39	2016.11.23
11	53	ver11.0.18	2016.11.03
54	56	ver2.0.0.372	
47	102	ver16.02	
66	86	ver2.5.8.0	2016.05.01
54	12	ver15.020.20042	2016.11.07
20	70	ver5.1.50901.0	2016.10.11
71	89	ver3.23.0.2	
59	89	ver3.23.0.2	
57	58	ver15.4.3502.0922	2011.11.15
59	2	ver5.5	
37	63	ver50.1.0	
49	102	ver9.10	
20	34	ver8.0.1120.15	2016.11.05
55	75	ver5.9.2	2016.11.07
13	68	ver8.0.2.805	2016.08.30
62	22	ver4.5.7.6389	2016.11.06
4	21	ver24.0.0.186	
9	105	ver1.0.1	2014.10.28
51	69	ver16.4.3528.0331	2016.09.01
22	89	ver3.23.0.2	
49	53	ver10.1.16	2016.09.26
44	22	ver4.5.7.6452	2016.12.02
39	86	ver2.5.8.0	2013.12.02
11	74	ver4.0.12	2016.11.03
31	25	ver12.0.6612.1000	2016.12.12
29	36	ver1.2.8.12	2016.04.25
16	97	ver2.8.18	2016.08.19
4	75	ver5.9.2	2016.11.23
39	42	ver2.3.2	2016.09.08
47	46	ver23.0.0.207	
28	39	ver0.67	2016.03.31
54	87	ver55.0.2883.87	2016.12.12
53	88	ver2.2.2	
71	84	ver11.0.705.1	2013.03.21
29	22	ver4.5.7.6321	2016.09.10
32	70	ver5.1.50901.0	2016.11.04
20	22	ver4.5.7.6452	2016.12.05
53	30	ver2.1.2	2016.04.03
14	22	ver4.5.7.6389	2016.11.06
53	63	ver45.0.1	
14	81	ver2.38	2016.11.06
55	22	ver4.5.7.6389	2016.11.07
35	63	ver50.0.2	
23	94		
13	57	ver5.2.0.4	2016.08.30
20	99	ver1.2.23	2014.03.18
21	7	ver2.2.2	2013.05.20
17	70	ver5.1.50901.0	2016.10.12
36	38	ver4	2011.11.15
13	96		2016.10.21
39	9	ver5.24	
60	46	ver23.0.0.207	
71	42	ver2.4.1	2016.12.06
58	70	ver5.1.50901.0	2016.10.12
61	42	ver2.4.0	2016.11.05
14	103	ver12.5.0	2016.11.06
66	22	ver4.5.7.6321	2016.09.12
55	5		
22	46	ver24.0.0.186	
60	74	ver4.0.12	2016.11.23
45	46	ver24.0.0.186	
38	60	ver0.91	2016.11.23
35	29	ver1.4.20	2016.05.06
21	22	ver4.5.7.6282	2016.08.30
38	89	ver3.23.0.2	
4	34	ver8.0.1120.15	2016.11.24
42	55	ver15.4.3502.0922	2011.01.06
25	68	ver8.1.1.1115	2016.11.23
73	97	ver2.8.18	2016.08.20
28	70	ver5.1.50901.0	2016.10.12
15	5		
71	75	ver5.9.3	2016.12.06
76	63	ver50.0.2	
33	42	ver2.4.1	2016.12.05
42	102	ver9.10	
53	81	ver2.35	2016.04.03
15	75	ver5.9.2	2016.11.05
41	39	ver0.67	2016.04.10
66	5		
73	60	ver0.91	2015.12.13
39	83	ver3.9.141.259	
52	42	ver2.4.0	2016.11.06
55	42	ver2.3.2	2016.09.05
23	7	ver2.2.1	
36	69	ver16.4.3528.0331	2016.09.05
76	88	ver2.2.4	
4	85	ver0.7.6	2016.11.24
14	5	ver0.53.00.00	2013.05.16
32	86	ver2.5.8.0	2016.11.04
22	23	ver1.7.0.210	2013.04.27
73	46	ver24.0.0.186	
31	1	ver23.0.0.257	2016.09.13
29	92	ver2.64.1073	
38	67	ver12.2.5.195	
67	96		2013.11.15
67	74	ver4.0.9	2016.04.11
15	67	ver12.2.5.195	
22	75	ver5.9.2	2016.09.20
65	57	ver5.2.1.2	2016.09.08
33	68	ver8.0.2.805	2016.08.30
73	88	ver2.2.4	
8	1	ver24.0.0.180	2016.12.13
48	22	ver4.5.7.6321	2016.09.24
38	64	ver42.0.2393.85	
28	60	ver0.91	2015.02.08
38	39	ver0.67	2016.11.23
8	42	ver2.4.1	2016.12.05
23	25	ver12.0.6612.1000	2016.04.13
63	1	ver23.0.0.257	2016.11.23
55	88	ver2.2.4	
66	19	ver4.42	
43	83	ver3.9.141.259	
43	89	ver3.23.0.2	
44	64	ver42.0.2393.85	
19	46	ver23.0.0.207	
59	75	ver5.9.3	2016.12.13
40	46	ver23.0.0.207	
65	39	ver0.67	2016.09.08
14	87	ver54.0.2840.71	2016.10.21
43	22	ver4.5.4.5306	2015.02.03
31	68	ver8.0.2.805	2016.08.24
24	102	ver16.02	
44	74	ver4.0.12	2016.11.12
45	12	ver15.020.20042	2016.11.07
41	74	ver4.0.10	2016.08.20
39	60	ver0.91	2015.02.17
56	39	ver0.67	2016.11.23
57	62	ver7.28.101	2016.10.11
59	68	ver8.1.4.1208	2016.12.13
4	39	ver0.67	2016.11.23
25	90	ver5.0.286.0	2016.11.23
62	39	ver0.67	2016.03.09
11	24	ver24.0.0.186	
12	76	ver3.0	
62	63	ver49.0.2	
3	21	ver24.0.0.186	
65	48	ver1.32.3889.0961	2016.12.05
47	83	ver3.9.141.259	
1	87	ver54.0.2840.99	2013.01.03
33	38	ver4	2011.11.27
69	34	ver8.0.1120.15	2016.10.28
28	14	ver2.14.0	2014.11.04
70	14	ver2.14.0	2016.11.05
35	102	ver15.14	
59	81	ver2.39	2016.12.13
74	46	ver24.0.0.186	
25	19	ver4.42	
32	68	ver8.1.0.1013	2016.11.03
71	62	ver7.30.105	2016.11.23
31	34	ver7.0.800	2016.03.21
41	34	ver8.0.1120.15	2016.11.16
24	22	ver4.5.7.6321	2016.09.08
23	63	ver50.0.2	
73	19	ver4.42	
34	86	ver2.5.8.0	2014.08.23
31	85	ver0.5.4	2012.11.02
39	55	ver16.4.3528.0331	2016.03.23
29	9	ver5.24	
63	12	ver15.020.20042	2016.11.24
28	28	ver7.2.2	
33	57	ver5.2.0.4	2016.08.21
13	49	ver7.1.7.2606	2016.11.05
55	90	ver5.0.223.0	2016.04.11
45	23	ver8.0.450.14	2015.06.25
35	51		2016.04.04
31	83	ver3.9.141.259	
34	48	ver1.32.3889.0961	2016.12.05
71	55	ver16.4.3528.0331	2015.11.10
52	87	ver54.0.2840.99	2016.11.14
47	49	ver7.1.5.1557	2016.08.19
24	74	ver4.0.10	2016.08.24
15	101	ver15.4.22	
9	89	ver3.23.0.2	
55	87	ver54.0.2840.99	2016.11.07
29	12	ver15.020.20042	2016.11.14
22	55	ver16.4.3528.0331	2016.03.21
62	23	ver1.7.0.210	2013.05.16
33	22	ver4.5.7.6282	2016.08.30
20	19	ver4.42	
59	28	ver7.2.2	
61	22	ver4.5.7.6282	2016.08.19
40	39	ver0.66	2016.02.07
58	88	ver2.2.4	
3	55	ver16.4.3528.0331	2016.12.06
54	13	ver1.16	
31	81	ver2.36	2016.06.03
22	56	ver2.0.0.372	
57	44	ver1.0.0	
9	7	ver2.2.4	2016.12.07
61	36	ver1.2.8.12	2016.04.10
59	12	ver15.020.20042	2016.11.07
43	87	ver55.0.2883.87	2016.12.13
35	103	ver12.0.5	2016.04.03
21	39	ver0.67	2016.03.07
10	34	ver8.0.1120.15	2016.11.24
36	46	ver23.0.0.207	
61	60	ver0.91	2015.06.25
50	55	ver15.4.3502.0922	2011.01.06
65	67	ver12.2.4.194	
2	84	ver10.7.144.0	2016.10.24
29	90	ver5.0.137.0	2015.08.30
30	53	ver9.5.5	2016.09.06
41	49	ver7.1.7.2606	2016.11.16
16	81	ver2.36	2016.08.19
50	62	ver7.30.105	2016.11.25
52	70	ver5.1.50901.0	2016.10.12
28	88	ver2.2.4	
16	85	ver0.7.0	2016.05.03
58	63	ver50.0.2	
22	22	ver4.5.7.6452	2016.11.30
60	67	ver12.2.5.195	
34	36	ver1.2.4.10	2015.01.17
40	21	ver23.0.0.207	
17	55	ver16.4.3528.0331	2016.09.08
67	85	ver0.5.4	2013.11.16
9	86	ver2.5.8.0	2014.10.28
11	44	ver2.0.3	2016.11.04
71	69	ver16.4.3528.0331	2015.11.10
14	97	ver2.8.18	2016.08.22
1	63	ver49.0.1	
20	1	ver24.0.0.180	2016.12.13
13	83	ver3.9.141.259	
24	34	ver8.0.1120.15	2016.11.07
64	46	ver24.0.0.186	
9	46	ver24.0.0.186	
72	34	ver8.0.1120.15	2016.11.07
11	91	ver2.2.2	2016.11.04
48	1	ver23.0.0.257	2016.09.24
15	39	ver0.67	2016.04.10
39	69	ver16.4.3528.0331	2016.03.23
11	28	ver7.2.2	
12	57	ver5.2.0.4	2016.08.19
3	70	ver5.1.50901.0	2016.10.12
44	49	ver7.1.7.2606	2016.11.12
29	48	ver1.32.3889.0961	2016.11.24
44	89	ver3.23.0.2	
70	28	ver7.2.2	
45	29	ver1.4.20	2016.09.11
52	49	ver7.1.7.2606	2016.11.06
25	46	ver24.0.0.186	
50	102	ver16.02.00.0	2016.08.25
43	21	ver24.0.0.186	
67	75	ver5.9.3	2016.12.05
65	19	ver4.42	
25	89	ver3.22.2.2	
58	60	ver0.91	2015.02.14
58	83	ver3.9.141.259	
48	88	ver2.2.4	
54	15	ver3.0.0	2016.03.25
14	29	ver1.4.20	2016.11.06
31	89	ver3.23.0.2	
27	21	ver23.0.0.205	
27	87	ver49.0.2623.112	2015.12.01
22	1	ver24.0.0.180	2016.12.14
66	70	ver5.1.50901.0	2016.10.13
54	89	ver3.23.0.2	
32	54	ver1.5.4	
23	73		
53	68	ver7.3.4.311	2016.04.03
75	2	ver4.6	
32	5	ver0.53.00.00	2016.11.04
23	36	ver1.2.4.10	2015.02.05
11	59	ver451	
75	68	ver5.1.3.1201	2012.05.22
60	21	ver23.0.0.207	
74	34	ver8.0.1120.15	2016.11.07
43	64	ver42.0.2393.85	
29	44	ver1.0.0	
55	14	ver2.14.0	2015.02.21
17	44	ver1.0.0	
56	34	ver8.0.1120.15	2016.11.24
6	68	ver7.2.8.1124	2015.12.08
68	69	ver16.4.3528.0331	2016.09.05
40	64	ver41.0.2353.56	
43	60	ver0.91	2015.02.03
47	75	ver5.9.1	2016.08.19
63	60	ver0.91	2016.11.23
22	29	ver1.4.20	2016.04.22
60	39	ver0.67	2016.11.23
56	1	ver24.0.0.180	2016.12.15
24	60	ver0.91	2015.02.04
15	12	ver15.020.20042	2016.11.05
62	57	ver5.2.3.3	2016.11.06
9	70	ver5.1.50901.0	2016.10.12
23	5		
32	103	ver12.5.0	2016.11.03
21	14	ver2.14.0	2013.05.20
53	28	ver6.9.1	
37	46	ver18.0.0.366	
39	19	ver4.42	
34	46	ver24.0.0.186	
53	83	ver3.9.141.259	
47	74	ver4.0.10	2016.08.19
73	28	ver7.2.2	
40	34	ver8.0.1010.13	2016.08.30
8	67	ver12.2.5.195	
58	36	ver1.2.4.10	2015.02.14
12	78	ver3.1.2	
20	64	ver25.0.1614.50	
12	101	ver14.4.19	
21	85	ver0.5.4	2013.10.05
21	57	ver5.2.0.4	2016.08.30
20	75	ver5.9.3	2016.12.05
18	21	ver23.0.0.205	
60	48	ver1.32.3889.0961	2016.11.23
47	30	ver2.1.0	2015.07.24
63	97	ver2.8.18	2016.11.23
31	7	ver2.2.1	
9	81	ver2.35	2016.04.08
47	39	ver0.67	2016.04.10
15	74	ver4.0.10	2016.08.19
71	36	ver1.1.9.13	2014.12.16
22	97	ver2.8.18	2016.07.31
9	5		
55	64	ver41.0.2353.69	
63	57	ver5.2.3.3	2016.11.23
33	30	ver2.1.2	2016.04.14
56	90	ver5.0.286.0	2016.11.23
21	103	ver12.5.0	2016.11.05
31	14	ver2.14.0	2013.08.27
58	102	ver16.04.00.0	2016.12.05
73	49	ver7.1.7.2606	2016.11.07
41	5		
40	79	ver4.1	
33	48	ver1.32.4066.7445	2016.12.14
4	63	ver50.1.0	
60	30	ver2.1.2	2016.11.23
34	103	ver12.5.0	2016.11.05
8	60	ver0.91	2015.02.15
52	64	ver41.0.2353.56	
73	34	ver8.0.1110.14	2016.10.20
44	75	ver5.9.2	2016.09.15
54	90	ver5.0.286.0	2016.11.05
9	30	ver2.1.0	2015.08.10
26	46	ver24.0.0.186	
11	13	ver1.16	
50	87	ver55.0.2883.87	2016.12.13
15	19	ver4.42	
47	63	ver50.0.2	
25	64	ver41.0.2353.69	
29	5	ver0.53.00.00	2013.05.20
63	78	ver3.3.1	2016.11.24
1	44	ver1.0.0	
2	68	ver8.1.0.1013	2016.10.21
57	87	ver55.0.2883.87	2013.04.15
15	87	ver66.208.49239	2016.12.13
54	28	ver7.2.2	
21	76	ver3.0	
26	63	ver50.0.2	
26	9	ver5.24	
20	64	ver12.16.1860	
6	56	ver2.0.0.372	
54	75	ver5.9.3	2016.12.12
76	94		
34	22	ver4.5.7.6282	2016.08.19
59	46	ver24.0.0.186	
41	88	ver2.2.4	
12	36	ver1.2.8.12	2016.05.03
68	70	ver5.1.50428.0	2016.09.09
14	46	ver23.0.0.205	
10	84	ver10.7.144.0	2016.10.11
22	5		
11	64	ver42.0.2393.85	
65	68	ver8.0.2.805	2016.09.08
59	1	ver24.0.0.180	2016.12.13
23	21	ver23.0.0.207	
23	57	ver5.2.0.4	2016.08.24
70	81	ver2.38	2016.11.05
14	90	ver5.0.286.0	2016.11.06
45	86	ver2.5.8.0	2015.06.25
47	87	ver55.0.2883.75	2016.12.08
70	103	ver12.5.0	2016.11.05
8	87	ver55.0.2883.87	2016.12.13
36	82	ver15.4.3502.0922	2011.07.21
66	9	ver5.22	
14	88	ver2.2.4	
42	2	ver4.6	
28	74	ver4.0.10	2016.08.19
60	34	ver8.0.1120.15	2016.11.24
63	46	ver23.0.0.207	
67	39	ver0.67	2016.03.07
71	67	ver12.2.5.195	
55	89	ver3.22.2.2	
45	1	ver24.0.0.180	2016.12.14
56	30	ver2.1.2	2016.11.23
32	74	ver4.0.12	2016.11.03
66	90	ver5.0.235.0	2016.05.12
20	103	ver12.3.5	2016.08.19
22	49	ver7.1.7.2606	2016.11.02
35	42	ver2.4.1	2016.12.02
33	89	ver3.23.0.2	
56	57	ver5.2.3.3	2016.11.23
45	48	ver1.32.3889.0961	2016.11.30
61	67	ver12.2.5.195	
59	97	ver2.8.18	2016.08.10
40	85	ver0.5.7	2014.02.22
70	74	ver4.0.12	2016.11.05
12	88	ver2.2.4	
25	103	ver12.6.0	2016.11.23
14	63	ver49.0.2	
31	75	ver5.9.3	2016.12.01
70	88	ver2.2.4	
76	75	ver5.9.3	2016.12.04
39	81	ver2.39	2016.12.13
25	102	ver16.04	
28	19	ver4.42	
8	103	ver12.1.0	2016.04.25
67	63	ver50.1.0	
4	90	ver5.0.286.0	2016.11.23
38	85	ver0.7.6	2016.11.24
21	60	ver0.91	2016.08.30
54	69	ver16.4.3528.0331	2014.07.25
6	102	ver16.03.00.0	2016.09.30
41	28	ver7.2.2	
70	67	ver12.2.5.195	
9	42	ver2.4.1	2016.12.05
7	63	ver50.1.0	
51	9	ver5.22	
31	90	ver5.0.268.0	2016.08.24
37	88	ver2.2.4	
44	83	ver3.9.141.259	
42	88	ver2.0.3	
21	74	ver4.0.10	2016.08.30
33	34	ver8.0.1120.15	2016.12.05
12	89	ver3.22.2.2	
62	30	ver2.0.6	2014.11.19
60	29	ver1.4.20	2016.11.24
46	21	ver23.0.0.207	
38	81	ver2.39	2016.11.23
11	5	ver0.53.00.00	2016.11.04
47	38	ver4	2014.02.12
21	81	ver2.36	2016.05.09
45	30	ver2.1.2	2016.04.12
67	102	ver16.04.00.0	2016.12.05
61	28	ver7.2	
57	88	ver1.1.11	
43	49	ver7.1.7.2606	2016.11.07
37	53	ver11.0.16	2016.08.23
67	68	ver8.0.2.805	2016.08.21
33	103	ver12.3.5	2016.08.21
32	97	ver2.8.18	2016.11.03
75	21	ver23.0.0.205	
62	97	ver2.8.18	2016.08.22
55	97	ver2.8.18	2016.09.05
12	102	ver16.04.00.0	2016.11.05
5	90	ver4.0.15.0	2016.03.09
43	48	ver1.32.3889.0961	2016.11.22
24	49	ver7.1.7.2600	2016.09.08
56	68	ver8.1.1.1115	2016.11.23
67	21	ver24.0.0.186	
73	86	ver2.5.8.0	2014.02.07
68	84	ver10.7.144.0	2012.10.12
52	9	ver5.23	
52	86	ver2.5.8.0	2015.06.25
20	87	ver55.0.2883.87	2016.12.12
8	75	ver5.9.3	2016.12.01
41	60	ver0.91	2015.05.25
4	57	ver5.2.3.3	2016.11.23
45	87	ver55.0.2883.87	2016.12.14
50	21	ver24.0.0.186	
67	42	ver2.4.1	2016.12.05
48	67	ver12.2.5.195	
54	19	ver4.42	
65	1	ver22.0.0.153	2016.09.08
12	7	ver2.2.1	
6	2	ver5.5	
29	34	ver7.0.750	2015.02.18
51	88	ver2.2.4	
20	60	ver0.91	2015.02.09
28	102	ver16.04.00.0	2016.11.05
32	1	ver23.0.0.257	2016.11.03
41	86	ver2.5.8.0	2014.11.24
56	28	ver7.2.2	
45	57	ver5.2.1.2	2016.09.11
32	29	ver1.4.20	2016.11.03
31	74	ver4.0.10	2016.08.24
41	67	ver12.2.5.195	
59	83	ver3.9.141.259	
54	86	ver2.5.8.0	2014.04.02
20	48	ver1.32.4066.7445	2016.12.12
31	96		2012.11.02
55	68	ver7.3.4.311	2016.04.11
29	76	ver3.0	
20	78	ver3.2.2	
48	63	ver50.0.2	
61	5	ver0.53.00.00	2015.06.25
66	75	ver5.9.2	2016.09.23
57	34	ver7.0.800	2016.10.05
66	81	ver2.35	2016.05.01
68	21	ver24.0.0.186	
64	2	ver5.5	
74	102	ver16.04.00.0	2016.11.07
20	62	ver7.30.105	2016.11.23
24	36	ver1.2.4.10	2015.02.04
31	49	ver7.1.7.2606	2016.11.07
23	74	ver4.0.10	2016.08.24
29	87	ver54.0.2840.71	2016.10.21
38	88	ver2.2.4	
24	97	ver2.8.18	2016.08.03
14	74	ver4.0.12	2016.11.06
20	89	ver3.23.0.2	
14	83	ver3.9.141.259	
61	63	ver49.0.2	
13	42	ver2.4.1	2016.12.06
34	44	ver1.0.0	
28	21	ver23.0.0.207	
63	85	ver0.7.6	2016.11.24
22	39	ver0.67	2016.03.23
24	30	ver2.1.2	2016.08.24
26	88	ver2.2.4	
28	30	ver2.1.2	2016.04.05
12	19	ver4.42	
13	29	ver1.4.20	2016.05.17
13	89	ver3.22.2.2	
22	60	ver0.91	2015.02.05
64	63	ver50.1.0	
68	55	ver16.4.3528.0331	2016.09.05
71	57	ver5.2.0.4	2016.08.19
43	12	ver15.020.20042	2016.11.07
11	87	ver55.0.2883.87	2016.12.14
24	29	ver1.4.20	2016.04.27
25	42	ver2.4.1	2016.11.23
8	83	ver3.9.141.259	
20	96		2014.08.19
11	22	ver4.5.7.6389	2016.11.04
38	19	ver4.42	
40	70	ver5.1.50901.0	2016.10.17
14	42	ver2.4.0	2016.11.06
12	85	ver0.5.4	2012.11.02
69	102	ver9.10	
76	49	ver7.1.7.2606	2016.11.06
33	86	ver2.5.8.0	2014.08.28
47	9	ver5.21	
11	75	ver5.9.3	2016.12.09
32	63	ver50.0.2	
38	46	ver24.0.0.186	
42	55	ver15.4.3508.1109	
62	94		
57	57	ver5.1.6.2	2016.11.09
28	12	ver15.020.20042	2016.11.05
62	14	ver2.14.0	2013.05.16
1	12	ver15.020.20042	2016.11.22
38	12	ver15.020.20042	2016.11.24
61	90	ver5.0.286.0	2016.11.05
61	102	ver16.02	
31	64	ver12.16.1860	
15	1	ver24.0.0.180	2016.12.14
55	96		2014.08.23
43	29	ver1.4.20	2016.04.25
35	70	ver5.1.50901.0	2016.10.12
31	34	ver8.0.1120.15	2016.11.07
53	42	ver2.3.0	2016.04.03
32	67	ver12.2.5.195	
28	67	ver12.2.5.195	
19	70	ver5.1.50901.0	2016.10.12
76	42	ver2.4.1	2016.12.04
48	89	ver3.22.1	
55	63	ver50.0	
29	60	ver0.91	2016.06.13
30	63	ver50.1.0	
29	14	ver2.14.0	2013.05.20
12	97	ver2.8.18	2016.08.19
21	87	ver54.0.2840.87	2016.11.05
22	64	ver12.16.1860	
6	21	ver24.0.0.186	
16	22	ver4.5.7.6452	2016.11.30
65	64	ver41.0.2353.69	
8	12	ver15.020.20042	2016.11.07
62	23	ver8.0.250.18	2014.11.19
58	68	ver8.0.2.805	2016.09.02
40	9	ver5.16	
44	103	ver12.5.5	2016.11.12
37	9	ver5.24	
29	78	ver3.2.2	
54	20	ver2.77.0	2016.03.25
21	12	ver15.020.20042	2016.11.05
43	67	ver12.2.5.195	
69	102	ver16.04.00.0	2016.10.28
12	30	ver2.1.2	2016.04.07
14	1	ver23.0.0.257	2016.09.21
7	30	ver2.1.0	2015.04.01
31	39	ver0.67	2016.03.07
60	81	ver2.39	2016.11.23
59	60	ver0.91	2015.09.12
56	96		2016.11.23
15	46	ver24.0.0.186	
20	97	ver2.8.18	2016.08.19
25	9	ver5.24	
51	27	ver6.7.0	2011.08.09
54	23	ver8.0.600.27	2015.08.25
35	90	ver5.0.214.0	2016.04.06
65	42	ver2.3.2	2016.09.08
9	103	ver12.0.5	2016.04.08
21	68	ver8.1.0.1013	2016.11.05
35	102	ver16.04.00.0	2016.11.07
35	96		2016.04.06
62	9	ver5.22	
15	68	ver8.0.2.805	2016.08.19
57	63	ver49.0.2	
7	68	ver6.1.4.217	2014.04.04
15	83	ver3.9.141.259	
34	75	ver5.9.3	2016.12.05
57	21	ver24.0.0.186	
60	97	ver2.8.18	2016.11.23
57	90	ver4.4.19.0	2014.03.12
11	85	ver0.7.6	2016.11.04
7	34	ver8.0.1110.14	2016.10.20
31	46	ver23.0.0.207	
53	75	ver5.7.7	2016.04.03
15	49	ver7.1.7.2606	2016.11.05
40	90	ver5.0.271.0	2016.08.30
29	81	ver2.36	2016.09.10
42	48	ver1.32.3889.0961	2016.12.02
33	74	ver4.0.10	2016.08.30
5	34	ver8.0.1010.13	2016.09.21
70	89	ver3.23.0.2	
39	1	ver24.0.0.180	2016.12.14
54	74	ver4.0.12	2016.11.05
67	60	ver0.91	2015.02.14
23	64	ver12.16.1860	
40	48	ver1.32.3592.6117	2016.11.11
28	63	ver50.0.2	
53	67	ver12.2.4.194	
8	19	ver4.42	
38	74	ver4.0.12	2016.11.23
39	103	ver12.7.0	2016.12.13
14	94		
66	63	ver50.0.2	
20	67	ver12.2.5.195	
15	63	ver50.1.0	
70	57	ver5.2.3.3	2016.11.05
23	9	ver5.18	
29	22	ver4.5.7.6389	2016.11.21
29	88	ver2.2.4	
58	5		
30	21	ver23.0.0.205	
61	103	ver12.5.0	2016.11.05
21	102	ver16.04.00.0	2016.11.05
70	49	ver7.1.7.2606	2016.10.31
59	14	ver2.14.0	2015.09.12
36	57	ver5.1.6.2	2016.11.16
9	14	ver2.14.0	2014.10.28
39	29	ver1.4.20	2016.04.25
21	90	ver5.0.271.0	2016.08.30
56	29	ver1.4.20	2016.11.24
29	57	ver5.2.1.2	2016.09.10
54	63	ver50.0.2	
25	28	ver7.2.1	
9	23	ver8.0.250.18	2014.10.28
29	39	ver0.67	2016.03.08
31	63	ver50.0.2	
22	65	ver4.9.9.2	
47	70	ver5.1.50901.0	2016.10.14
32	49	ver7.1.7.2606	2016.11.04
4	29	ver1.4.20	2016.11.24
73	103	ver12.3.5	2016.08.20
11	11	ver4.94	
71	19	ver4.42	
12	102	ver15.14	
28	97	ver2.8.18	2016.08.19
41	12	ver15.020.20042	2016.11.07
63	75	ver5.9.2	2016.11.23
16	28	ver7.2.2	
32	59	ver255	2016.11.04
33	75	ver5.9.3	2016.12.05
69	63	ver50.1.0	
25	30	ver2.1.2	2016.11.23
40	49	ver7.1.7.2606	2016.11.24
41	22	ver4.5.7.6452	2016.12.05
33	49	ver7.1.7.2606	2016.11.28
67	19	ver4.42	
13	19	ver4.42	
8	76	ver3.0	
62	7	ver2.2.2	2013.05.16
15	57	ver5.2.2.2	2016.11.05
58	86	ver2.5.8.0	2014.06.21
12	64	ver41.0.2353.69	
11	14	ver2.14.0	2016.11.04
8	81	ver2.35	2016.03.21
35	64	ver41.0.2353.69	
57	90	ver5.0.57.0	2015.01.26
72	46	ver24.0.0.186	
60	87	ver54.0.2840.99	2016.11.23
70	9	ver5.24	
10	2	ver5.9	
62	36	ver1.2.8.12	2015.12.14
41	89	ver3.23.0.2	
34	81	ver2.38	2016.11.05
9	96		2014.10.28
52	68	ver8.1.0.1013	2016.11.06
13	34	ver8.0.1120.15	2016.11.05
41	46	ver23.0.0.207	
22	102	ver16.02	
22	81	ver2.36	2016.08.19
43	74	ver4.0.9	2016.04.11
34	30	ver2.1.2	2016.04.10
4	87	ver66.208.49239	2016.12.14
32	95	ver14.0.23107	2016.11.03
58	64	ver41.0.2353.69	
44	60	ver0.91	2015.06.24
32	102	ver16.04	
45	70	ver5.1.50901.0	2016.10.12
68	62	ver7.27.101	2016.09.05
12	42	ver2.4.1	2016.12.05
53	57	ver5.1.1.3	2016.04.03
70	5		
9	12	ver15.020.20042	2016.11.07
69	12	ver15.020.20042	2016.11.07
18	22	ver4.2.7.1893	2010.02.26
43	75	ver5.9.2	2016.09.15
13	87	ver54.0.2840.99	2016.11.11
39	20	ver2.68a	
49	55	ver15.4.3508.1109	
12	25	ver12.0.6612.1000	2016.12.05
21	86	ver2.5.8.0	2014.08.30
76	90	ver5.0.229.0	2016.04.25
62	49	ver7.1.7.2606	2016.11.06
33	12	ver15.020.20042	2016.11.07
66	87	ver66.208.49227	2016.12.08
73	9	ver5.22	
13	103	ver12.3.5	2016.08.30
31	19	ver4.42	
40	5		
6	102	ver9.22	
61	88	ver2.2.4	
